sku,category_id
17577357,77012
17609348,91147
176389,92852
21941726,88231
21941750,87244
21951632,107573
19842600,88312
19842600,87568
17671132,92405
20580215,92831
20615442,87961
20615442,87517
20687087,91084
22001840,83913
22001867,83913
22118608,107600
19974434,89014
177148,87163
1771620,87946
17879248,86479
22178538,86986
22206752,87271
20147864,118088
17902487,106210
18014003,87553
23068639,91147
20149530,111051
20149840,86815
20163738,88180
20165838,87271
18017576,91231
18017711,106338
18040284,89479
20797265,87964
20797265,86980
20799349,88654
20193130,91926
20193130,91057
20205643,93208
18128165,88510
18133967,88195
18162916,92525
20887051,88549
20887094,89023
20910428,92378
20910436,88531
22531939,87487
20211120,89560
20211813,111069
18183433,88129
20918844,88588
20924224,107897
23250917,86464
23271604,98378
23273836,107747
23336536,88522
20353170,91057
18341314,89476
18401384,87937
18473164,109589
20934238,87814
20934297,88135
20422083,92261
18606369,107690
18606407,107690
18607292,111117
18630677,107987
20935994,89554
21020698,88486
22532307,89014
22597239,87349
20457863,93208
20457863,86710
18673341,118527
18686915,88492
21227837,92744
21238561,111081
20459408,111075
18699871,92261
21334404,88315
21346178,88498
22524622,87553
20500599,91929
20500610,91929
21356548,89440
22980776,107729
22980776,107504
189146,88444
189146,89440
18935494,88588
21502218,89023
19344813,86983
19379188,98306
19391706,87820
17144728,92849
17145392,88156
17161908,92858
17232791,91932
18953808,88675
21552258,88195
21552258,92858
21558477,92909
21558485,92909
19391749,87817
19402120,88480
17297133,107591
17341930,92402
19129270,99521
19129270,99494
19156448,87568
19156456,88312
19158092,92762
50666224,92849
50666230,92849
50812023,88315
50812023,87571
50812927,92312
50812933,88510
50674836,92300
50674859,88498
50605378,92405
50606884,88288
50765677,87796
50766060,93068
50766077,93376
50814286,88480
50814286,92276
50814447,89026
50814580,107729
50677787,88588
50677919,88156
50609783,86980
5061,107699
50614154,87946
50614269,88486
50817133,98453
50818092,89467
50822593,88231
50773794,106931
50774107,109505
50778126,92996
50778132,86425
50778149,92996
50822610,87244
50822627,87244
50823217,109562
50823223,109571
5070406,98447
50620895,92396
50621986,106931
50778414,84543
50778656,92978
50779177,92309
50779183,88510
50842442,92321
50624228,87193
50624326,92966
50624332,92966
50786577,109463
50725558,109604
50728077,109463
50624401,92261
50625398,92510
50625446,89479
50787887,87898
50787893,86800
50787927,92951
50787933,92951
50835330,109565
50733272,107699
50734835,87802
50789862,77012
50790306,88114
50849452,89812
50734870,87802
50734893,88132
50734904,88132
50740672,88507
50631254,111099
50790329,92312
50790598,83436
50790638,77003
50853135,92312
50853141,92312
50853262,103187
50740879,109382
50632719,87193
50633238,88207
50633350,87217
50643361,114030
50792949,92324
50838528,109595
50840542,000000
50840571,106922
50840945,89041
50742094,109463
50742134,88129
50742134,92831
50751837,87892
50643643,88510
50643643,92312
50643983,84117
50646703,107894
50849976,86980
50851379,109598
50751906,86788
50751929,87892
50751929,86788
50751935,86788
50752427,88255
50647230,93020
50793885,109616
50793891,109616
50795819,87997
50844578,103187
50844624,77012
50754235,89254
50648868,88186
50797224,93193
50797282,87556
50797299,87556
50797308,87556
50840945,93322
50842373,92324
50842428,92516
50756319,107591
50763276,109463
50648943,87568
50655018,93376
50798618,93370
50798649,74942
50851546,92339
50852539,88891
50763322,109382
