sku,store_view_code,price,special_price,special_price_from_date,special_price_to_date,regular_price_per_weight_unit,special_price_per_weight_unit,product_online
51464352,"thailand_gf_th",799,465,25-JAN-24,21-FEB-24,799,465,2
51464352,"thailand_hy_th",799,465,25-JAN-24,21-FEB-24,799,465,1
51464369,"thailand_gf_th",899,520,25-JAN-24,21-FEB-24,899,520,2
51464369,"thailand_hy_th",899,520,25-JAN-24,21-FEB-24,899,520,1
51464375,"thailand_gf_th",999,569,25-JAN-24,21-FEB-24,999,569,2
51464375,"thailand_hy_th",999,569,25-JAN-24,21-FEB-24,999,569,1
51464381,"thailand_gf_th",1199,699,25-JAN-24,21-FEB-24,1199,699,2
51464381,"thailand_hy_th",1199,699,25-JAN-24,21-FEB-24,1199,699,1
51464790,"thailand_gf_th",199,199,25-JAN-24,25-JAN-24,199,199,1
51464790,"thailand_hy_th",199,175,25-JAN-24,21-FEB-24,199,175,1
51464801,"thailand_gf_th",199,199,25-JAN-24,25-JAN-24,199,199,1
51464801,"thailand_hy_th",199,175,25-JAN-24,21-FEB-24,199,175,1
51464824,"thailand_gf_th",180,180,25-JAN-24,25-JAN-24,180,180,1
51464824,"thailand_hy_th",180,162,25-JAN-24,21-FEB-24,180,162,1
51464997,"thailand_gf_th",209,209,25-JAN-24,25-JAN-24,209,209,1
51525874,"thailand_hy_th",129,119,25-JAN-24,21-FEB-24,129,119,1
51525880,"thailand_gf_th",129,129,25-JAN-24,25-JAN-24,129,129,1
51525880,"thailand_hy_th",129,119,25-JAN-24,21-FEB-24,129,119,1
51525897,"thailand_gf_th",129,129,25-JAN-24,25-JAN-24,129,129,1
51525897,"thailand_hy_th",129,119,25-JAN-24,21-FEB-24,129,119,1
51525908,"thailand_gf_th",259,259,25-JAN-24,25-JAN-24,259,259,1
51525908,"thailand_hy_th",259,239,25-JAN-24,21-FEB-24,259,239,1
51525914,"thailand_gf_th",279,279,25-JAN-24,25-JAN-24,279,279,1
51525914,"thailand_hy_th",279,249,25-JAN-24,21-FEB-24,279,249,1
51526078,"thailand_gf_th",99,99,25-JAN-24,25-JAN-24,99,99,1
51526078,"thailand_hy_th",99,89,25-JAN-24,21-FEB-24,99,89,1
51526084,"thailand_gf_th",199,199,25-JAN-24,25-JAN-24,199,199,1
51526084,"thailand_hy_th",199,159,25-JAN-24,21-FEB-24,199,159,1
51526412,"thailand_gf_th",39,35,25-JAN-24,21-FEB-24,39,35,1
51526412,"thailand_hy_th",39,35,25-JAN-24,21-FEB-24,39,35,1
51547387,"thailand_gf_th",420,420,25-JAN-24,25-JAN-24,420,420,2
51547387,"thailand_hy_th",420,378,25-JAN-24,21-FEB-24,420,378,1
51547393,"thailand_gf_th",480,480,25-JAN-24,25-JAN-24,480,480,2
51547393,"thailand_hy_th",480,432,25-JAN-24,21-FEB-24,480,432,1
51547404,"thailand_gf_th",720,720,25-JAN-24,25-JAN-24,720,720,2
51547404,"thailand_hy_th",720,648,25-JAN-24,21-FEB-24,720,648,1
51547519,"thailand_gf_th",1550,1550,25-JAN-24,25-JAN-24,1550,1550,2
51547519,"thailand_hy_th",1550,1395,25-JAN-24,21-FEB-24,1550,1395,1
51547617,"thailand_gf_th",145,145,25-JAN-24,25-JAN-24,145,145,1
51547617,"thailand_hy_th",145,99,25-JAN-24,21-FEB-24,145,99,1
51550895,"thailand_gf_th",250,250,25-JAN-24,25-JAN-24,250,250,1
51550895,"thailand_hy_th",250,215,25-JAN-24,21-FEB-24,250,215,1
51550906,"thailand_gf_th",35,35,25-JAN-24,25-JAN-24,35,35,1
51550906,"thailand_hy_th",35,29,25-JAN-24,21-FEB-24,35,29,1
51550912,"thailand_gf_th",250,250,25-JAN-24,25-JAN-24,250,250,2
51493196,"thailand_hy_th",82,69,25-JAN-24,21-FEB-24,82,69,1
51493207,"thailand_gf_th",82,82,25-JAN-24,25-JAN-24,82,82,1
51493207,"thailand_hy_th",82,69,25-JAN-24,21-FEB-24,82,69,1
51493213,"thailand_gf_th",84,84,25-JAN-24,25-JAN-24,84,84,1
51493213,"thailand_hy_th",84,69,25-JAN-24,31-JAN-24,84,69,1
51493547,"thailand_gf_th",59,55,25-JAN-24,21-FEB-24,59,55,1
51493547,"thailand_hy_th",59,55,25-JAN-24,21-FEB-24,59,55,1
51493582,"thailand_gf_th",65,65,25-JAN-24,25-JAN-24,65,65,1
51493582,"thailand_hy_th",65,55,25-JAN-24,21-FEB-24,65,55,1
51494638,"thailand_gf_th",185,185,25-JAN-24,25-JAN-24,185,185,1
51494638,"thailand_hy_th",185,175,25-JAN-24,21-FEB-24,185,175,1
51494650,"thailand_gf_th",105,105,25-JAN-24,25-JAN-24,105,105,1
51494650,"thailand_hy_th",105,100,25-JAN-24,21-FEB-24,105,100,1
51495326,"thailand_gf_th",89,89,25-JAN-24,25-JAN-24,89,89,1
51495326,"thailand_hy_th",89,79,25-JAN-24,21-FEB-24,89,79,1
51495522,"thailand_gf_th",50,50,25-JAN-24,25-JAN-24,50,50,1
51464997,"thailand_hy_th",209,188,25-JAN-24,21-FEB-24,209,188,1
51465005,"thailand_gf_th",209,209,25-JAN-24,25-JAN-24,209,209,1
51465005,"thailand_hy_th",209,188,25-JAN-24,21-FEB-24,209,188,1
51465299,"thailand_gf_th",99,99,25-JAN-24,25-JAN-24,99,99,2
51465299,"thailand_hy_th",99,40,26-JAN-24,28-JAN-24,99,40,2
51465308,"thailand_gf_th",99,99,25-JAN-24,25-JAN-24,99,99,2
51465308,"thailand_hy_th",99,40,26-JAN-24,28-JAN-24,99,40,2
51465988,"thailand_gf_th",229,229,25-JAN-24,25-JAN-24,229,229,1
51465988,"thailand_hy_th",229,199,25-JAN-24,21-FEB-24,229,199,1
51466091,"thailand_gf_th",49,49,25-JAN-24,25-JAN-24,49,49,1
51466091,"thailand_hy_th",49,42,25-JAN-24,21-FEB-24,49,42,1
51466125,"thailand_gf_th",23,23,25-JAN-24,25-JAN-24,23,23,1
51466125,"thailand_hy_th",22,15,25-JAN-24,21-FEB-24,22,15,1
51466131,"thailand_gf_th",50,50,25-JAN-24,25-JAN-24,50,50,1
51466131,"thailand_hy_th",50,35,25-JAN-24,21-FEB-24,50,35,1
51466148,"thailand_gf_th",40,40,25-JAN-24,25-JAN-24,40,40,1
51530366,"thailand_gf_th",13499,4046,25-JAN-24,21-FEB-24,13499,4046,2
51530366,"thailand_hy_th",13499,13499,25-JAN-24,25-JAN-24,13499,13499,2
51532940,"thailand_gf_th",3499,1746,25-JAN-24,21-FEB-24,3499,1746,2
51532940,"thailand_hy_th",3499,3499,25-JAN-24,25-JAN-24,3499,3499,2
51533288,"thailand_gf_th",2590,1590,25-JAN-24,21-FEB-24,2590,1590,2
51533288,"thailand_hy_th",2590,2590,25-JAN-24,25-JAN-24,2590,2590,2
51534483,"thailand_gf_th",1990,1290,25-JAN-24,21-FEB-24,1990,1290,2
51534483,"thailand_hy_th",1990,1990,25-JAN-24,25-JAN-24,1990,1990,2
51534498,"thailand_gf_th",1090,890,25-JAN-24,21-FEB-24,1090,890,2
51534498,"thailand_hy_th",1090,549,01-JAN-24,31-JAN-24,1090,549,1
51535447,"thailand_gf_th",224,224,25-JAN-24,25-JAN-24,224,224,2
51535447,"thailand_hy_th",224,192,25-JAN-24,21-FEB-24,224,192,1
51535453,"thailand_gf_th",224,224,25-JAN-24,25-JAN-24,224,224,2
51535453,"thailand_hy_th",224,192,25-JAN-24,21-FEB-24,224,192,1
51535468,"thailand_gf_th",397,397,25-JAN-24,25-JAN-24,397,397,2
51535468,"thailand_hy_th",397,279,25-JAN-24,21-FEB-24,397,279,1
51556520,"thailand_gf_th",103,103,25-JAN-24,25-JAN-24,103,103,1
51556520,"thailand_hy_th",103,95,25-JAN-24,21-FEB-24,103,95,1
51556658,"thailand_gf_th",85,85,25-JAN-24,25-JAN-24,85,85,1
51556658,"thailand_hy_th",85,79,25-JAN-24,07-FEB-24,85,79,1
51556664,"thailand_gf_th",85,85,25-JAN-24,25-JAN-24,85,85,1
51556664,"thailand_hy_th",85,79,25-JAN-24,07-FEB-24,85,79,1
51557006,"thailand_gf_th",620,599,25-JAN-24,21-FEB-24,620,599,1
51557006,"thailand_hy_th",620,599,25-JAN-24,21-FEB-24,620,599,1
51557012,"thailand_gf_th",1190,1099,25-JAN-24,21-FEB-24,1190,1099,1
51557012,"thailand_hy_th",1190,1099,25-JAN-24,21-FEB-24,1190,1099,1
51557064,"thailand_gf_th",690,470,25-JAN-24,31-JAN-24,690,470,2
51557064,"thailand_hy_th",690,490,01-JAN-24,31-JAN-24,690,490,1
51557070,"thailand_gf_th",890,620,25-JAN-24,31-JAN-24,890,620,2
51557070,"thailand_hy_th",890,650,01-JAN-24,31-JAN-24,890,650,1
51557087,"thailand_gf_th",1490,789,25-JAN-24,21-FEB-24,1490,789,2
51495522,"thailand_hy_th",50,35,25-JAN-24,21-FEB-24,50,35,1
51495539,"thailand_gf_th",59,59,25-JAN-24,25-JAN-24,59,59,2
51495539,"thailand_hy_th",59,45,25-JAN-24,21-FEB-24,59,45,1
51495551,"thailand_gf_th",30,30,25-JAN-24,25-JAN-24,30,30,1
51495551,"thailand_hy_th",30,29,25-JAN-24,21-FEB-24,30,29,1
51495568,"thailand_gf_th",25,25,25-JAN-24,25-JAN-24,25,25,2
51495568,"thailand_hy_th",25,20,25-JAN-24,21-FEB-24,25,20,1
51496291,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,2
51496291,"thailand_hy_th",299,219,25-JAN-24,21-FEB-24,299,219,1
51496319,"thailand_gf_th",45,45,25-JAN-24,25-JAN-24,45,45,1
51496319,"thailand_hy_th",45,39,25-JAN-24,21-FEB-24,45,39,1
51496348,"thailand_gf_th",79,79,25-JAN-24,25-JAN-24,79,79,1
51496348,"thailand_hy_th",79,65,25-JAN-24,21-FEB-24,79,65,2
51496354,"thailand_gf_th",79,79,25-JAN-24,25-JAN-24,79,79,1
51496354,"thailand_hy_th",79,65,25-JAN-24,21-FEB-24,79,65,1
51496398,"thailand_gf_th",79,79,25-JAN-24,25-JAN-24,79,79,1
51466148,"thailand_hy_th",40,28,25-JAN-24,21-FEB-24,40,28,1
51466154,"thailand_gf_th",60,60,25-JAN-24,25-JAN-24,60,60,2
51466154,"thailand_hy_th",60,42,25-JAN-24,21-FEB-24,60,42,1
51466160,"thailand_gf_th",30,30,25-JAN-24,25-JAN-24,30,30,1
51466160,"thailand_hy_th",30,21,25-JAN-24,21-FEB-24,30,21,1
51466183,"thailand_gf_th",89,89,25-JAN-24,25-JAN-24,89,89,2
51466183,"thailand_hy_th",89,62,25-JAN-24,21-FEB-24,89,62,1
51466217,"thailand_gf_th",16,16,25-JAN-24,25-JAN-24,16,16,2
51466217,"thailand_hy_th",16,11,25-JAN-24,21-FEB-24,16,11,1
51466238,"thailand_gf_th",22,22,25-JAN-24,25-JAN-24,22,22,1
51466238,"thailand_hy_th",22,15,25-JAN-24,21-FEB-24,22,15,1
51466246,"thailand_gf_th",22,22,25-JAN-24,25-JAN-24,22,22,1
51466246,"thailand_hy_th",22,15,25-JAN-24,21-FEB-24,22,15,1
51466269,"thailand_gf_th",69,69,25-JAN-24,25-JAN-24,69,69,1
51466269,"thailand_hy_th",69,48,25-JAN-24,21-FEB-24,69,48,1
51466275,"thailand_gf_th",30,30,25-JAN-24,25-JAN-24,30,30,1
51466275,"thailand_hy_th",30,21,25-JAN-24,21-FEB-24,30,21,1
51535499,"thailand_gf_th",235,235,25-JAN-24,25-JAN-24,235,235,2
51535499,"thailand_hy_th",235,225,25-JAN-24,21-FEB-24,235,225,1
51535508,"thailand_gf_th",635,635,25-JAN-24,25-JAN-24,635,635,2
51535508,"thailand_hy_th",635,625,25-JAN-24,21-FEB-24,635,625,1
51535568,"thailand_gf_th",21990,11990,25-JAN-24,21-FEB-24,21990,11990,2
51535568,"thailand_hy_th",21990,14490,01-JAN-24,31-JAN-24,21990,14490,2
51535574,"thailand_gf_th",25990,14990,25-JAN-24,21-FEB-24,25990,14990,2
51535574,"thailand_hy_th",25990,14990,01-JAN-24,31-JAN-24,25990,14990,1
51535580,"thailand_gf_th",23990,12990,25-JAN-24,21-FEB-24,23990,12990,2
51535580,"thailand_hy_th",23990,13990,01-JAN-24,31-JAN-24,23990,13990,2
51537192,"thailand_gf_th",399,399,25-JAN-24,25-JAN-24,399,399,1
51537192,"thailand_hy_th",399,299,25-JAN-24,21-FEB-24,399,299,1
51537203,"thailand_gf_th",399,399,25-JAN-24,25-JAN-24,399,399,1
51537203,"thailand_hy_th",399,299,25-JAN-24,21-FEB-24,399,299,1
51537218,"thailand_gf_th",399,399,25-JAN-24,25-JAN-24,399,399,1
51553310,"thailand_hy_th",45,36,25-JAN-24,21-FEB-24,45,36,1
51553327,"thailand_gf_th",79,79,25-JAN-24,25-JAN-24,79,79,1
51553327,"thailand_hy_th",79,64,25-JAN-24,21-FEB-24,79,64,1
51553707,"thailand_gf_th",10990,6990,25-JAN-24,21-FEB-24,10990,6990,2
51553707,"thailand_hy_th",10990,7590,01-JAN-24,31-JAN-24,10990,7590,2
51553713,"thailand_gf_th",12990,7590,25-JAN-24,21-FEB-24,12990,7590,2
51553713,"thailand_hy_th",12990,8290,01-JAN-24,31-JAN-24,12990,8290,1
51553736,"thailand_gf_th",15990,11090,25-JAN-24,21-FEB-24,15990,11090,2
51553736,"thailand_hy_th",15990,8990,01-JAN-24,31-JAN-24,15990,8990,1
51553794,"thailand_gf_th",11990,7290,25-JAN-24,21-FEB-24,11990,7290,2
51553794,"thailand_hy_th",11990,6990,01-JAN-24,31-JAN-24,11990,6990,1
51553805,"thailand_gf_th",12990,8290,25-JAN-24,21-FEB-24,12990,8290,2
51553805,"thailand_hy_th",12990,7990,01-JAN-24,31-JAN-24,12990,7990,1
51553857,"thailand_gf_th",25990,19990,25-JAN-24,21-FEB-24,25990,19990,2
51553857,"thailand_hy_th",25990,20990,01-JAN-24,31-JAN-24,25990,20990,1
51553863,"thailand_gf_th",1990,1590,25-JAN-24,21-FEB-24,1990,1590,2
51496398,"thailand_hy_th",79,79,25-JAN-24,21-FEB-24,79,79,1
51496400,"thailand_gf_th",79,79,25-JAN-24,25-JAN-24,79,79,1
51496400,"thailand_hy_th",79,79,25-JAN-24,21-FEB-24,79,79,1
51497088,"thailand_gf_th",19,15,25-JAN-24,31-JAN-24,19,15,1
51497088,"thailand_hy_th",19,19,25-JAN-24,25-JAN-24,19,19,1
51497785,"thailand_gf_th",385,329,25-JAN-24,21-FEB-24,385,329,1
51497785,"thailand_hy_th",385,329,25-JAN-24,21-FEB-24,385,329,1
51497791,"thailand_gf_th",715,519,25-JAN-24,21-FEB-24,715,519,1
51497791,"thailand_hy_th",715,519,25-JAN-24,21-FEB-24,715,519,1
51497825,"thailand_gf_th",715,519,25-JAN-24,21-FEB-24,715,519,1
51497825,"thailand_hy_th",715,519,25-JAN-24,21-FEB-24,715,519,1
51498202,"thailand_gf_th",299,299,25-JAN-24,25-JAN-24,299,299,1
51498202,"thailand_hy_th",299,239,25-JAN-24,31-JAN-24,299,239,1
51498824,"thailand_gf_th",799,329,25-JAN-24,21-FEB-24,799,329,1
51498824,"thailand_hy_th",799,299,01-JAN-24,31-JAN-24,799,299,1
51466281,"thailand_gf_th",40,40,25-JAN-24,25-JAN-24,40,40,2
51466281,"thailand_hy_th",40,28,25-JAN-24,21-FEB-24,40,28,1
51466298,"thailand_gf_th",36,36,25-JAN-24,25-JAN-24,36,36,1
51466298,"thailand_hy_th",36,25,25-JAN-24,21-FEB-24,36,25,1
51466309,"thailand_gf_th",55,55,25-JAN-24,25-JAN-24,55,55,1
51466309,"thailand_hy_th",55,38,25-JAN-24,21-FEB-24,55,38,1
51466315,"thailand_gf_th",309,219,25-JAN-24,21-FEB-24,309,219,1
51466315,"thailand_hy_th",309,219,25-JAN-24,21-FEB-24,309,219,1
51466338,"thailand_gf_th",349,349,25-JAN-24,25-JAN-24,349,349,1
51466338,"thailand_hy_th",349,259,25-JAN-24,21-FEB-24,349,259,1
51466344,"thailand_gf_th",349,349,25-JAN-24,25-JAN-24,349,349,2
51466344,"thailand_hy_th",349,259,25-JAN-24,21-FEB-24,349,259,1
51468768,"thailand_gf_th",188,188,25-JAN-24,25-JAN-24,188,188,2
51468768,"thailand_hy_th",188,188,25-JAN-24,25-JAN-24,188,188,1
51468814,"thailand_gf_th",19990,9990,25-JAN-24,21-FEB-24,19990,9990,2
51468814,"thailand_hy_th",19990,19990,25-JAN-24,25-JAN-24,19990,19990,2
51537218,"thailand_hy_th",399,299,25-JAN-24,21-FEB-24,399,299,1
51537226,"thailand_gf_th",399,399,25-JAN-24,25-JAN-24,399,399,1
51537226,"thailand_hy_th",399,299,25-JAN-24,21-FEB-24,399,299,1
51537232,"thailand_gf_th",699,489,25-JAN-24,21-FEB-24,699,489,2
51537232,"thailand_hy_th",699,489,01-JAN-24,31-JAN-24,699,489,2
51537249,"thailand_gf_th",599,269,25-JAN-24,21-FEB-24,599,269,2
51537249,"thailand_hy_th",599,599,25-JAN-24,25-JAN-24,599,599,1
51537255,"thailand_gf_th",399,189,25-JAN-24,21-FEB-24,399,189,2
51537255,"thailand_hy_th",399,189,01-JAN-24,31-JAN-24,399,189,2
51540509,"thailand_gf_th",99,99,25-JAN-24,25-JAN-24,99,99,1
51540509,"thailand_hy_th",99,89,25-JAN-24,21-FEB-24,99,89,1
51540515,"thailand_gf_th",2990,1490,25-JAN-24,21-FEB-24,2990,1490,2
51540515,"thailand_hy_th",2990,2990,25-JAN-24,25-JAN-24,2990,2990,1
51540521,"thailand_gf_th",3990,1990,25-JAN-24,21-FEB-24,3990,1990,2
51540521,"thailand_hy_th",3990,3990,25-JAN-24,25-JAN-24,3990,3990,1
51542093,"thailand_gf_th",2190,1990,25-JAN-24,21-FEB-24,2190,1990,2
51550912,"thailand_hy_th",250,215,25-JAN-24,21-FEB-24,250,215,1
51550935,"thailand_gf_th",329,329,25-JAN-24,25-JAN-24,329,329,1
51550935,"thailand_hy_th",329,279,25-JAN-24,21-FEB-24,329,279,1
51550941,"thailand_gf_th",259,259,25-JAN-24,25-JAN-24,259,259,2
51550941,"thailand_hy_th",259,220,25-JAN-24,21-FEB-24,259,220,1
51550964,"thailand_gf_th",329,329,25-JAN-24,25-JAN-24,329,329,1
51550964,"thailand_hy_th",329,279,25-JAN-24,21-FEB-24,329,279,1
51551813,"thailand_gf_th",11990,6990,25-JAN-24,21-FEB-24,11990,6990,2
51551813,"thailand_hy_th",11990,11990,25-JAN-24,25-JAN-24,11990,11990,1
51552651,"thailand_gf_th",1590,990,25-JAN-24,21-FEB-24,1590,990,2
51552651,"thailand_hy_th",1590,890,01-JAN-24,31-JAN-24,1590,890,1
51553189,"thailand_gf_th",25,25,25-JAN-24,25-JAN-24,25,25,1
51553189,"thailand_hy_th",25,20,25-JAN-24,21-FEB-24,25,20,1
51553195,"thailand_gf_th",29,29,25-JAN-24,25-JAN-24,29,29,1
51553195,"thailand_hy_th",29,23,25-JAN-24,21-FEB-24,29,23,1
51499078,"thailand_gf_th",169,169,25-JAN-24,25-JAN-24,169,169,1
51499078,"thailand_hy_th",169,129,25-JAN-24,21-FEB-24,169,129,1
51499086,"thailand_gf_th",259,179,25-JAN-24,21-FEB-24,259,179,1
51499086,"thailand_hy_th",259,179,25-JAN-24,21-FEB-24,259,179,1
51500460,"thailand_gf_th",25,25,25-JAN-24,25-JAN-24,25,25,1
51500460,"thailand_hy_th",25,20,25-JAN-24,21-FEB-24,25,20,1
51500477,"thailand_gf_th",465,465,25-JAN-24,25-JAN-24,465,465,2
51500477,"thailand_hy_th",465,379,25-JAN-24,21-FEB-24,465,379,1
51500990,"thailand_gf_th",69,20,25-JAN-24,21-FEB-24,69,20,1
51500990,"thailand_hy_th",69,20,25-JAN-24,21-FEB-24,69,20,1
51501159,"thailand_gf_th",89,59,25-JAN-24,21-FEB-24,89,59,2
51501159,"thailand_hy_th",89,59,25-JAN-24,21-FEB-24,89,59,2
51501228,"thailand_gf_th",8490,4490,25-JAN-24,28-JAN-24,8490,4490,2
51501228,"thailand_hy_th",8490,4490,01-JAN-24,31-JAN-24,8490,4490,1
51501234,"thailand_gf_th",10590,5990,25-JAN-24,28-JAN-24,10590,5990,2
51501234,"thailand_hy_th",10590,6490,01-JAN-24,31-JAN-24,10590,6490,1
51470776,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,2
51470776,"thailand_hy_th",179,139,25-JAN-24,21-FEB-24,179,139,1
51470782,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,2
51470782,"thailand_hy_th",179,139,25-JAN-24,21-FEB-24,179,139,1
51470799,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,2
51470799,"thailand_hy_th",179,139,25-JAN-24,21-FEB-24,179,139,1
51470808,"thailand_gf_th",179,179,25-JAN-24,25-JAN-24,179,179,2
51470808,"thailand_hy_th",179,139,25-JAN-24,21-FEB-24,179,139,1
51472175,"thailand_gf_th",87,83,25-JAN-24,31-JAN-24,87,83,1
51472175,"thailand_hy_th",75,75,25-JAN-24,25-JAN-24,75,75,1
51472181,"thailand_gf_th",85,81,25-JAN-24,31-JAN-24,85,81,1
51472181,"thailand_hy_th",85,81,25-JAN-24,31-JAN-24,85,81,1
51472198,"thailand_gf_th",103,98,25-JAN-24,31-JAN-24,103,98,1
51472198,"thailand_hy_th",89,89,25-JAN-24,25-JAN-24,89,89,1
51472209,"thailand_gf_th",113,108,25-JAN-24,31-JAN-24,113,108,1
51472209,"thailand_hy_th",98,98,25-JAN-24,25-JAN-24,98,98,1
51542093,"thailand_hy_th",2190,2190,25-JAN-24,25-JAN-24,2190,2190,2
51542133,"thailand_gf_th",1590,1290,25-JAN-24,21-FEB-24,1590,1290,2
51542133,"thailand_hy_th",1590,1590,25-JAN-24,25-JAN-24,1590,1590,2
51542156,"thailand_gf_th",1190,990,25-JAN-24,21-FEB-24,1190,990,2
51542156,"thailand_hy_th",1190,949,01-JAN-24,31-JAN-24,1190,949,1
51542179,"thailand_gf_th",690,690,25-JAN-24,25-JAN-24,690,690,2
51542179,"thailand_hy_th",690,645,25-JAN-24,21-FEB-24,690,645,1
51542784,"thailand_gf_th",30,30,25-JAN-24,25-JAN-24,30,30,2
51542784,"thailand_hy_th",30,27,25-JAN-24,21-FEB-24,30,27,1
51542790,"thailand_gf_th",30,27,25-JAN-24,21-FEB-24,30,27,1
51542790,"thailand_hy_th",30,27,25-JAN-24,21-FEB-24,30,27,1
51542830,"thailand_gf_th",45,40,25-JAN-24,21-FEB-24,45,40,1
51542830,"thailand_hy_th",45,40,25-JAN-24,21-FEB-24,45,40,1
51542876,"thailand_gf_th",41,30,25-JAN-24,21-FEB-24,41,30,1
51542876,"thailand_hy_th",39,30,25-JAN-24,21-FEB-24,39,30,1
51542882,"thailand_gf_th",39,39,25-JAN-24,25-JAN-24,39,39,1
51557087,"thailand_hy_th",1490,890,01-JAN-24,31-JAN-24,1490,890,1
51557110,"thailand_gf_th",35,35,25-JAN-24,25-JAN-24,35,35,1
51557110,"thailand_hy_th",35,30,25-JAN-24,21-FEB-24,35,30,1
51557127,"thailand_gf_th",35,30,25-JAN-24,21-FEB-24,35,30,1
51557127,"thailand_hy_th",35,30,25-JAN-24,21-FEB-24,35,30,1
51558118,"thailand_gf_th",62990,49900,25-JAN-24,21-FEB-24,62990,49900,2
51558118,"thailand_hy_th",62990,39990,01-JAN-24,31-JAN-24,62990,39990,1
51558126,"thailand_gf_th",62990,49900,25-JAN-24,21-FEB-24,62990,49900,2
51558126,"thailand_hy_th",62990,49900,01-JAN-24,31-JAN-24,62990,49900,2
51558149,"thailand_gf_th",56990,44990,25-JAN-24,21-FEB-24,56990,44990,2
51558149,"thailand_hy_th",56990,35990,01-JAN-24,31-JAN-24,56990,35990,2
51558184,"thailand_gf_th",34590,24390,25-JAN-24,21-FEB-24,34590,24390,2
51558184,"thailand_hy_th",34590,21990,01-JAN-24,31-JAN-24,34590,21990,1
51558190,"thailand_gf_th",39690,27990,25-JAN-24,21-FEB-24,39690,27990,2
51558190,"thailand_hy_th",39690,28540,01-JAN-24,31-JAN-24,39690,28540,1
51558201,"thailand_gf_th",46590,31990,25-JAN-24,21-FEB-24,46590,31990,2
51501240,"thailand_gf_th",15790,8990,25-JAN-24,28-JAN-24,15790,8990,2
51501240,"thailand_hy_th",15790,8590,01-JAN-24,31-JAN-24,15790,8590,1
51501257,"thailand_gf_th",17490,9990,25-JAN-24,28-JAN-24,17490,9990,2
51501257,"thailand_hy_th",17490,9990,01-JAN-24,31-JAN-24,17490,9990,1
51501263,"thailand_gf_th",19590,16990,25-JAN-24,21-FEB-24,19590,16990,2
51501263,"thailand_hy_th",19590,19590,25-JAN-24,25-JAN-24,19590,19590,2
51501286,"thailand_gf_th",4990,2490,25-JAN-24,28-JAN-24,4990,2490,2
51501286,"thailand_hy_th",4990,2590,01-JAN-24,31-JAN-24,4990,2590,1
51501292,"thailand_gf_th",6690,2990,25-JAN-24,28-JAN-24,6690,2990,2
51501292,"thailand_hy_th",6690,3190,01-JAN-24,31-JAN-24,6690,3190,1
51501522,"thailand_gf_th",119,96,25-JAN-24,21-FEB-24,119,96,1
51501522,"thailand_hy_th",119,96,25-JAN-24,21-FEB-24,119,96,1
51501539,"thailand_gf_th",119,96,25-JAN-24,21-FEB-24,119,96,1
51501539,"thailand_hy_th",119,96,25-JAN-24,21-FEB-24,119,96,1
51501545,"thailand_gf_th",199,199,25-JAN-24,25-JAN-24,199,199,1
51501545,"thailand_hy_th",199,159,25-JAN-24,21-FEB-24,199,159,1
51501551,"thailand_gf_th",215,215,25-JAN-24,25-JAN-24,215,215,1
51472215,"thailand_gf_th",100,95,25-JAN-24,31-JAN-24,100,95,1
51472215,"thailand_hy_th",86,86,25-JAN-24,25-JAN-24,86,86,1
51472221,"thailand_gf_th",133,127,25-JAN-24,31-JAN-24,133,127,1
51472221,"thailand_hy_th",115,115,25-JAN-24,25-JAN-24,115,115,1
51472238,"thailand_gf_th",90,87,25-JAN-24,31-JAN-24,90,87,1
51472238,"thailand_hy_th",90,87,25-JAN-24,31-JAN-24,90,87,1
51472774,"thailand_gf_th",99,95,25-JAN-24,21-FEB-24,99,95,1
51472774,"thailand_hy_th",99,95,25-JAN-24,21-FEB-24,99,95,1
51473491,"thailand_gf_th",799,490,25-JAN-24,21-FEB-24,799,490,2
51473491,"thailand_hy_th",799,490,25-JAN-24,21-FEB-24,799,490,1
51473502,"thailand_gf_th",1499,790,25-JAN-24,21-FEB-24,1499,790,2
51473502,"thailand_hy_th",1499,790,25-JAN-24,21-FEB-24,1499,790,1
51473554,"thailand_gf_th",27990,13990,25-JAN-24,31-JAN-24,27990,13990,2
51473554,"thailand_hy_th",27990,27990,25-JAN-24,25-JAN-24,27990,27990,1
51473560,"thailand_gf_th",28990,18990,25-JAN-24,21-FEB-24,28990,18990,2
51473560,"thailand_hy_th",28990,17990,01-JAN-24,31-JAN-24,28990,17990,1
51473598,"thailand_gf_th",139,139,25-JAN-24,25-JAN-24,139,139,2
51542882,"thailand_hy_th",39,35,25-JAN-24,21-FEB-24,39,35,1
51545003,"thailand_gf_th",329,329,25-JAN-24,25-JAN-24,329,329,1
51545003,"thailand_hy_th",329,309,25-JAN-24,21-FEB-24,329,309,1
51546371,"thailand_gf_th",439,439,25-JAN-24,25-JAN-24,439,439,1
51546371,"thailand_hy_th",439,399,25-JAN-24,21-FEB-24,439,399,1
51546561,"thailand_gf_th",36,36,25-JAN-24,25-JAN-24,36,36,1
51546561,"thailand_hy_th",36,29,25-JAN-24,21-FEB-24,36,29,1
51546578,"thailand_gf_th",36,36,25-JAN-24,25-JAN-24,36,36,1
